org_name,addr,contact_phone
黃金喜婦產科診所,台北市延平北路五段201號,0228118236
葉耳鼻喉科診所,台北市延平北路五段234號,0228167318
悅展中醫診所,台北市延平北路五段243號,02-28128132
揚信牙醫診所,台北市延平北路五段244巷17號,0228114498
周欽定牙醫診所,台北市延平北路五段277號,0228121459
社子陳診所,台北市延平北路五段284號,0228128426
蕭雨青小兒科診所,台北市延平北路五段292號,0228126415
英倫牙醫診所,台北市延平北路五段305號,28168800
祐聖眼科診所,台北市延平北路五段316號,0228118583
弘美牙醫診所,台北市延平北路六段126號,0228111936
宏仁牙醫診所,台北市延平北路六段158號,28117543
永平牙醫診所,台北市延平北路六段176巷6弄1號,28121693
原德小兒科診所,台北市延平北路六段206號,0228112966
蘇鴻輝牙醫診所,台北市延平北路六段76號,0228119909
健群骨科診所,台北市延平北路六段8號,2816-8770
仁愛中醫診所,台北市延平南路187號,0223888966
君品牙醫診所,台北市延平南路232號,23714092
榮愛牙醫診所,台北市延吉街109號,0227210037
慶華牙醫診所,台北市延吉街10巷8號,0225788527
超仁牙醫診所,台北市延吉街114號,27791119
大觀堂中醫診所,台北市延吉街118號,27112123
延吉中醫診所,台北市延吉街11號,25780767
康健診所,台北市延吉街11號,02-25779682
樺慶牙醫診所,台北市延吉街131巷20號,0227216553
瑞鵬牙醫診所,台北市延吉街135號,0227818054
聖心牙醫診所,台北市延吉街140號,0227312751
優德診所,台北市延吉街153之2號,0227219923
自體心理診所,台北市延吉街153之9號,27754121
杏和牙醫診所,台北市延吉街162號,0227528028
固榮牙醫診所,台北市延吉街16號,0225795714
劉賢平婦產科診所,台北市延吉街175號,0227216133
陳媚音眼科診所,台北市延吉街179號,0227529572
佳德牙醫診所,台北市延吉街186號,0227773568
正一中醫診所,台北市延吉街18號,25783391
邱楠超診所,台北市延吉街20號,2570-2296
光一診所,台北市延吉街22巷1號,25785233
醫道堂黃中醫診所,台北市延吉街233之3號,0227016216
慈民骨科診所,台北市延吉街233巷2號,27069888
松林牙醫診所,台北市延吉街233巷8號,(02)2754-7628
田嘉程診所,台北市延吉街239號,27018262
卓越牙醫診所,台北市延吉街241巷2弄1號,0227029401
黃明仁牙醫診所,台北市延吉街242號,0227097149
新華南牙醫診所,台北市延吉街26號,0225775255
華南小兒科診所,台北市延吉街30巷15號,0225786018
德昌中醫診所,台北市延吉街38號,2577-2818
多倫多牙醫診所,台北市延吉街45號,25703456
育晟中醫診所,台北市延吉街46巷4號,25786337
宏昌牙醫診所,台北市延吉街49號,0225794491
萬通耳鼻喉科診所,台北市延吉街64之2號,0227518909
雋品牙醫診所,台北市延吉街66號,27760085
嘉正牙醫診所,台北市延吉街一三八巷3號,87719706
曾醫師診所,台北市延吉街二三三巷9號,27092633
延吉診所,台北市延吉街二四一巷二弄5號,27035082
延齡牙醫診所,台北市延壽街125號,0227666700
雷湘安皮膚科診所,台北市延壽街131號,0227660953
康健牙醫診所,台北市延壽街143號,27565522
陳炳堅內科診所,台北市延壽街327號,0227637199
惠華牙醫診所,台北市延壽街396號,0227646300
康霖牙醫診所,台北市延壽街430號,25289366
聖唐中醫診所,台北市延壽街48號,25283226
遠景牙醫診所,台北市延壽街64號,0225280582
偉仁牙醫診所,台北市延壽街78之1號,0225282229
時尚診所,台北市忠孝西路1段33號,23121333
幸福時光診所,台北市忠孝西路1段45號,23121666
渾然天成診所,台北市忠孝西路1段45號,23883188
長春藤台北忠孝診所,台北市忠孝西路1段50號,66309918
恩加診所,台北市忠孝西路1段50號,02-23610003
美兆診所,台北市忠孝西路1段66號,77251177
翔美時尚整形外科診所,台北市忠孝西路1段6號,23141998
謝明吉口腔顎面外科牙醫診所,台北市忠孝西路1段6號,02-238886363
順天中醫診所,台北市忠孝西路一段122號,23971545
幸福45號診所,台北市忠孝西路一段45號,23121666
幸福天成診所,台北市忠孝西路一段45號,02-23121639
大全牙醫診所,台北市忠孝西路一段50號,0223885858
蕙瑛婦產科診所,台北市忠孝西路一段50號,23886731
君綺美麗診所,台北市忠孝西路一段6號,23110588
皇妍時尚整形外科診所,台北市忠孝西路一段6號,23811100
風華整形外科診所,台北市忠孝西路一段6號,02-23886363
米蘭時尚診所,台北市忠孝東路1段43號,23222298
永愉診所,台北市忠孝東路1段54號,23218799
碩田牙醫診所,台北市忠孝東路1段54號,23213866
溫?中醫診所,台北市忠孝東路2段126號,23584858
溫?診所,台北市忠孝東路2段126號,23584858
仲景中醫診所,台北市忠孝東路2段16號,33930825
日禾牙醫診所,台北市忠孝東路3段217巷3弄4號,27409412
祥欽診所,台北市忠孝東路3段217巷5弄5號,27817274
啟安診所,台北市忠孝東路3段239號,27713369
夏葳儀診所,台北市忠孝東路3段243號,27319086
聶美華中醫診所,台北市忠孝東路3段246號,27118333
里約診所,台北市忠孝東路3段249之1號,27787221
精緻立?醫美診所,台北市忠孝東路3段249之1號,27516777
童顏診所,台北市忠孝東路3段251巷4弄6號,27737222
華仁牙醫診所,台北市忠孝東路3段259號,0227112815
于賓診所,台北市忠孝東路3段305號,27215996
群維診所,台北市忠孝東路3段88號,27216979
亞立山大時尚整形診所,台北市忠孝東路4段107號,27529018
美安診所,台北市忠孝東路4段120之11號,27360725
葳美時尚美學診所,台北市忠孝東路4段120之15號,02-87725757
莫麗時尚醫美診所,台北市忠孝東路4段124之2號,02-87726775
聖宜診所,台北市忠孝東路4段126之12號,87725021
首席時尚敦南醫美診所,台北市忠孝東路4段126之18號,02-8772-2662
陳詩明醫師診所,台北市忠孝東路4段126之3號,27316530
耐斯整形外科醫美診所,台北市忠孝東路4段126之6號,2778-0111
司鉑診所,台北市忠孝東路4段128號,02-27723114分機510
明錦整形外科診所,台北市忠孝東路4段128號,27727128
敦南愛爾麗診所,台北市忠孝東路4段132號,27725515
忠孝神話醫美診所,台北市忠孝東路4段134號,8773-3163
忠孝新麗新醫美診所,台北市忠孝東路4段134號,27529919
東區時尚美學診所,台北市忠孝東路4段134號,02-27528037
忠孝悠美中醫診所,台北市忠孝東路4段15號,27788835
忠孝悠美診所,台北市忠孝東路4段15號,27118583
國際整形外科診所,台北市忠孝東路4段166號,27786148
適健復健科診所,台北市忠孝東路4段166號,87717039
宜民時尚中醫診所,台北市忠孝東路4段170巷17弄9號,27788225
安諾診所,台北市忠孝東路4段176之1號,02-77115566
采欣醫美診所,台北市忠孝東路4段176號,27217876
超美診所,台北市忠孝東路4段178號,02-27781100
尼斯診所,台北市忠孝東路4段1號,27712220
諾美整形外科診所,台北市忠孝東路4段1號,27117999
耀美牙醫診所,台北市忠孝東路4段1號,27722518
明悅中醫診所,台北市忠孝東路4段210之1號,27713370
林慧雯婦產科診所,台北市忠孝東路4段210之1號,27117111
立緻醫美診所,台北市忠孝東路4段212號,02-27716773
董中醫小診所中醫診所,台北市忠孝東路4段216巷46號,87719960
輝馥復健專科診所,台北市忠孝東路4段218之5號,02-27715702
玩美爵品牙醫診所,台北市忠孝東路4段218號,27211555
韓風時尚診所,台北市忠孝東路4段219號,
水天使診所,台北市忠孝東路4段220號,02-27313312
知美整形外科診所,台北市忠孝東路4段221號,27769306
嘉仕美整形外科診所,台北市忠孝東路4段230號,02-27310909
嘉仕萌診所,台北市忠孝東路4段230號,02-27315909
亞瑞士醫美診所,台北市忠孝東路4段231號,27319636
赫拉美學診所,台北市忠孝東路4段248巷23號,8771-5597
黃文香兒科診所,台北市忠孝東路4段250號,27313305
微媞時尚診所,台北市忠孝東路4段250號,02-27219663
健樂士診所,台北市忠孝東路4段270號,77438910
薇晶中醫診所,台北市忠孝東路4段270號,87717892
史邁爾牙醫診所,台北市忠孝東路4段299號,87717797
橘子牙醫診所,台北市忠孝東路4段299號,27780877
安鉑診所,台北市忠孝東路4段2號,02-27315735
微整形外科診所,台北市忠孝東路4段2號,27714088
魏牙醫診所,台北市忠孝東路4段2號,27517250
君綺大安診所,台北市忠孝東路4段30號,02-27313808
君綺忠孝診所,台北市忠孝東路4段30號,27313808
程國慶牙醫診所,台北市忠孝東路4段329號,02-87715456
佳美診所,台北市忠孝東路4段341號,27511133
哈曼整合醫學診所,台北市忠孝東路4段341號,27721663
永茂診所,台北市忠孝東路4段50號,02-27714273
奐采美診所,台北市忠孝東路4段50號,87718833
新圓山診所,台北市忠孝東路4段50號,27218056
恩典中醫診所,台北市忠孝東路4段51之6號,27210238
薇娜時尚美學診所,台北市忠孝東路4段53之2號,87715328
伊容診所,台北市忠孝東路4段55號,2711-2250
晶鑽時尚診所,台北市忠孝東路4段563號,27665066
雅偲皮膚科診所,台北市忠孝東路4段563號,02-27600055
美之約醫美診所,台北市忠孝東路4段60號,02-27751770
晶晏時尚診所,台北市忠孝東路4段67之3號,02-87713068
真愛貝齒牙醫診所,台北市忠孝東路4段67之4號,27715018
膚適美診所,台北市忠孝東路4段76號,27782883
忠孝好萊塢診所,台北市忠孝東路4段94號,2731-5900
髮拉儷皮膚科診所,台北市忠孝東路5段135號,02-27565558
宏安診所,台北市忠孝東路5段191號,02-27611271
美麗安診所,台北市忠孝東路5段1之3號,37653592
幫痘氏皮膚科診所,台北市忠孝東路5段291號,87875123
101時尚診所,台北市忠孝東路5段35號,87871011
東之美診所,台北市忠孝東路5段372巷27弄73號,87891276
理恩診所,台北市忠孝東路5段410之2號,87899728
忠孝牙醫診所,台北市忠孝東路5段451號,27665000
心悅中醫診所,台北市忠孝東路5段482號,27262579
新佑泉診所,台北市忠孝東路5段508之4號,23465772
雅術牙醫診所,台北市忠孝東路5段510號,27275586
科美診所,台北市忠孝東路5段627號,87851051
微笑中醫診所,台北市忠孝東路5段71巷11弄2號,27663008
悠亞診所,台北市忠孝東路5段727號,87851233
祈約美醫皮膚科診所,台北市忠孝東路一段13號,33221778
敏旗診所,台北市忠孝東路一段13號,28908126
拉圖牙醫診所,台北市忠孝東路一段146號,02-33226186、02-33226187
劉桂蘭中醫診所,台北市忠孝東路一段35號,33224323
立達診所,台北市忠孝東路一段54之1號,02-21922989
康禾診所,台北市忠孝東路七段551號,27855629
京樺牙醫診所,台北市忠孝東路七段590號,27892555
廖內兒科診所,台北市忠孝東路七段617號,0227832776
小千醫師診所,台北市忠孝東路二段134巷16號,02-23930909
名家牙醫診所,台北市忠孝東路二段134巷22號,0223411474
齊杏齒顎矯正專科牙醫診所,台北市忠孝東路二段58號,33221581
華山周牙醫診所,台北市忠孝東路二段6號,02-23411346
九大牙醫診所,台北市忠孝東路二段96號,0223935167
介良中醫診所,台北市忠孝東路三段154號,27311252
尚群牙醫診所,台北市忠孝東路三段197之4號,0227817400
蔡文苑耳鼻喉科診所,台北市忠孝東路三段199號,0227751912
林繼國診所,台北市忠孝東路三段217巷1弄12號,0227315568
洪醫師診所,台北市忠孝東路三段217巷2弄6號,27713737.27731003
嵐亭中醫診所,台北市忠孝東路三段217巷2弄7號,87731809
蔡國仁內兒科診所,台北市忠孝東路三段217巷4弄21號,0227511916
許醫師復健科診所,台北市忠孝東路三段217巷4弄8號,27520752
宏秀堂中醫診所,台北市忠孝東路三段229號,27710877
電眼美人診所,台北市忠孝東路三段239號,27889600
亮采牙醫診所,台北市忠孝東路三段241號,27112777
懷生牙醫診所,台北市忠孝東路三段248巷9之1號,0227721825
立大牙醫診所,台北市忠孝東路三段251巷4弄10號,0227215491
康和中醫診所,台北市忠孝東路三段251巷5弄1號,27810990
茉莉牙醫診所,台北市忠孝東路三段253號,02-27711227
尚凌診所,台北市忠孝東路三段257號,27113711
生活家牙醫診所,台北市忠孝東路三段283號,27766338
杰歌莎時尚診所,台北市忠孝東路三段283號,27731181
